depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.3,1,0,32.0,54.0,0.1966,0.0977,0.2045,1,1,1,7e-05,0.6678,0.6619,0.172344,-0.022939,0.661865,-0.379425,-0.006598,-0.349142,0.502544
0.3,1,1,96.0,54.0,0.2039,0.0807,0.2048,1,1,1,8e-05,0.6451,0.6189,0.212526,-0.036269,0.618858,-0.402097,0.002483,-0.375252,0.491087
0.3,1,2,160.0,54.0,0.2104,0.0607,0.205,1,1,1,9e-05,0.6182,0.5707,0.261822,-0.0505,0.570677,-0.428999,0.010664,-0.407216,0.475366
0.3,1,3,224.0,54.0,0.2155,0.0379,0.2052,1,1,1,0.0001,0.5873,0.5182,0.321255,-0.064895,0.518181,-0.459928,0.01696,-0.445467,0.454212
0.3,1,4,288.0,54.0,0.2184,0.0129,0.2053,1,1,1,4e-05,0.5532,0.494,0.391146,-0.078554,0.463139,-0.493952,0.020413,-0.489898,0.426919
0.3,1,5,352.0,54.0,0.2184,-0.0129,0.2053,1,1,1,5e-05,0.5185,0.5387,0.469242,-0.089619,0.408296,-0.528728,0.020206,-0.538673,0.393487
0.3,1,6,416.0,54.0,0.2155,-0.0379,0.2052,1,1,1,7e-05,0.4854,0.5898,0.552552,-0.097123,0.356436,-0.561834,0.016331,-0.589831,0.355318
0.3,1,7,480.0,54.0,0.2104,-0.0607,0.205,1,1,1,9e-05,0.4562,0.641,0.636949,-0.100472,0.309785,-0.590996,0.009366,-0.641028,0.314591
0.3,1,8,544.0,54.0,0.2039,-0.0807,0.2048,1,1,1,4e-05,0.4323,0.719,0.719019,-0.099954,0.269458,-0.614925,0.000275,-0.690666,0.273643
0.3,1,9,608.0,54.0,0.1966,-0.0977,0.2045,1,1,1,6e-05,0.414,0.7952,0.795207,-0.095876,0.235686,-0.633166,-0.010097,-0.736961,0.234161
0.3,2,0,32.0,90.0,0.2037,0.1074,0.1923,1,1,1,7e-05,0.709,0.6729,0.159439,-0.000385,0.672921,-0.338156,-0.008801,-0.304695,0.491112
0.3,2,1,96.0,90.0,0.2127,0.0896,0.1917,1,1,1,7e-05,0.6873,0.6273,0.199122,-0.01327,0.627269,-0.359903,0.001649,-0.328193,0.479294
0.3,2,2,160.0,90.0,0.221,0.068,0.1912,1,1,1,8e-05,0.6602,0.5755,0.248686,-0.027453,0.575511,-0.387026,0.011306,-0.35821,0.462973
0.3,2,3,224.0,90.0,0.2276,0.0427,0.1908,1,1,1,8e-05,0.6274,0.5186,0.309577,-0.042236,0.51865,-0.419764,0.018875,-0.395605,0.440688
0.3,2,4,288.0,90.0,0.2313,0.0146,0.1905,1,1,1,3e-05,0.5898,0.459,0.382347,-0.056563,0.458954,-0.45735,0.022958,-0.440488,0.41142
0.3,2,5,352.0,90.0,0.2313,-0.0146,0.1905,1,1,1,4e-05,0.5501,0.4971,0.464724,-0.068409,0.399861,-0.497135,0.022422,-0.491,0.375098
0.3,2,6,416.0,90.0,0.2276,-0.0427,0.1908,1,1,1,5e-05,0.5113,0.5531,0.553076,-0.076519,0.344845,-0.535915,0.017222,-0.544675,0.333451
0.3,2,7,480.0,90.0,0.221,-0.068,0.1912,1,1,1,7e-05,0.4766,0.6425,0.642469,-0.080201,0.296426,-0.570572,0.008246,-0.598609,0.289272
0.3,2,8,544.0,90.0,0.2127,-0.0896,0.1917,1,1,1,4e-05,0.4479,0.7288,0.728787,-0.079769,0.255605,-0.599274,-0.003113,-0.650758,0.245435
0.3,2,9,608.0,90.0,0.2037,-0.1074,0.1923,1,1,1,5e-05,0.4258,0.8083,0.808329,-0.075725,0.222219,-0.621382,-0.015615,-0.699298,0.203895
0.3,3,0,32.0,126.0,0.2111,0.118,0.1776,1,1,1,6e-05,0.7565,0.684,0.14674,0.024968,0.684007,-0.290684,-0.011972,-0.256134,0.476634
0.3,3,1,96.0,126.0,0.2219,0.0994,0.1757,1,1,1,6e-05,0.7367,0.6354,0.185385,0.012836,0.635362,-0.310493,9e-06,-0.276024,0.464234
