idx,depth,u,v,tx,ty,tz,state,final_ok
982,0.282,318.9,62.9,0.286,0.0007,0.2029,hits pocket,0
983,0.5055,227.7,86.7,0.5095,0.1191,0.1773,model / self-contact,0
984,0.3945,388.2,156.0,0.3985,-0.07,0.1147,model / self-contact,0
985,0.1828,286.4,119.6,0.1868,0.0112,0.1839,hits pocket,0
986,0.1109,447.6,4.8,0.1149,-0.0124,0.2058,model / self-contact,0
987,0.2223,363.0,104.1,0.2263,-0.0193,0.1848,hits pocket,0
988,0.3692,492.0,357.0,0.3732,-0.207,-0.1283,model / self-contact,0
989,0.5035,1.7,216.5,0.5075,0.4693,-0.0066,outside workspace box,0
990,0.1751,116.1,87.5,0.179,0.0607,0.1945,hits pocket,0
991,0.5315,501.9,335.2,0.5355,-0.3304,-0.2581,IK fails,0
992,0.3775,245.7,281.2,0.3814,0.0834,-0.0258,hits pocket,0
993,0.1303,262.2,164.3,0.1342,0.0102,0.184,model / self-contact,0
994,0.1751,621.9,296.5,0.1791,-0.1135,0.1189,reachable,1
995,0.1071,412.7,37.9,0.1111,-0.0083,0.2025,model / self-contact,0
996,0.2414,93.8,205.3,0.2454,0.1274,0.127,hits pocket,0
997,0.5637,535.3,218.8,0.5676,-0.363,-0.04,IK fails,0
998,0.2449,616.5,40.7,0.2488,-0.1438,0.2125,reachable,1
999,0.1935,256.1,131.7,0.1975,0.0236,0.1778,hits pocket,0
1000,0.4726,452.6,64.4,0.4766,-0.1546,0.2039,reachable,1
1001,0.4439,248.8,190.7,0.4478,0.0877,0.0572,model / self-contact,0
1002,0.3296,414.9,86.7,0.3336,-0.0723,0.1866,model / self-contact,0
1003,0.4275,215.6,352.5,0.4314,0.1498,-0.185,IK fails,0
1004,0.1939,51.0,292.4,0.1978,0.1197,0.1058,hits pocket,0
1005,0.1225,411.0,342.4,0.1265,-0.017,0.1515,model / self-contact,0
1006,0.5811,597.9,68.3,0.5851,-0.4141,0.1996,IK fails,0
1007,0.2636,466.3,295.6,0.2675,-0.104,0.0473,reachable,1
1008,0.4209,185.4,213.0,0.4249,0.1594,0.0379,model / self-contact,0
1009,0.2929,550.3,43.8,0.2969,-0.1439,0.2143,reachable,1
1010,0.2082,144.0,128.5,0.2121,0.0729,0.1763,hits pocket,0
1011,0.6469,76.7,109.9,0.6509,0.4271,0.1305,outside workspace box,0
1012,0.5301,443.0,212.4,0.5341,-0.1917,-0.0125,model / self-contact,0
1013,0.3598,412.1,167.1,0.3638,-0.0853,0.1134,model / self-contact,0
1014,0.2643,31.0,267.7,0.2683,0.1993,0.07,hits pocket,0
1015,0.459,533.2,148.6,0.463,-0.2614,0.1068,reachable,1
1016,0.3615,279.1,56.0,0.3655,0.034,0.2095,hits pocket,0
1017,0.1647,617.5,88.5,0.1687,-0.0794,0.1948,model / self-contact,0
1018,0.3565,539.6,136.9,0.3604,-0.1947,0.1424,reachable,1
1019,0.5342,359.6,209.4,0.5381,-0.0621,-0.0091,model / self-contact,0
1020,0.0997,261.0,182.3,0.1037,0.0046,0.1915,model / self-contact,0
1021,0.2502,561.0,242.3,0.2542,-0.1492,0.0982,reachable,1
1022,0.1549,113.6,190.5,0.1588,0.0545,0.1695,hits pocket,0
1023,0.3439,234.0,197.8,0.3479,0.0778,0.0892,hits pocket,0
1024,0.1792,355.0,359.5,0.1832,-0.0149,0.0831,hits pocket,0
1025,0.5358,285.0,19.3,0.5397,0.0453,0.2595,model / self-contact,0
1026,0.4446,374.8,333.4,0.4486,-0.0803,-0.1672,IK fails,0
1027,0.3208,304.7,190.7,0.3248,0.0125,0.105,hits pocket,0
1028,0.3002,213.6,217.6,0.3041,0.0823,0.0907,hits pocket,0
1029,0.2527,525.1,312.6,0.2567,-0.1404,0.042,reachable,1
1030,0.196,442.7,155.1,0.2,-0.0475,0.1682,reachable,1
1031,0.4462,633.2,85.7,0.4501,-0.348,0.1814,reachable,1
1032,0.103,488.0,250.2,0.107,-0.0163,0.1834,model / self-contact,0
1033,0.2031,183.1,246.0,0.2071,0.0621,0.1238,hits pocket,0
1034,0.3813,619.7,159.2,0.3853,-0.2962,0.115,reachable,1
1035,0.3293,322.4,155.3,0.3332,-0.002,0.1327,hits pocket,0
1036,0.6319,587.0,8.4,0.6358,-0.4137,0.2871,IK fails,0
1037,0.4656,73.3,155.0,0.4695,0.3096,0.0969,outside workspace box,0
1038,0.3441,512.2,236.9,0.3481,-0.1819,0.0491,reachable,1
1039,0.1984,569.8,156.5,0.2024,-0.0987,0.167,reachable,1
1040,0.1306,499.7,203.2,0.1345,-0.0333,0.1764,model / self-contact,0
1041,0.3748,211.1,32.1,0.3787,0.0927,0.2288,hits pocket,0
1042,0.3833,96.0,257.7,0.3873,0.2491,0.0009,outside workspace box,0
1043,0.4797,621.5,4.2,0.4836,-0.3379,0.2675,reachable,1
1044,0.4269,130.4,12.4,0.4309,0.1862,0.2515,model / self-contact,0
1045,0.3544,349.3,108.9,0.3584,-0.025,0.167,hits pocket,0
1046,0.3961,35.3,153.8,0.4001,0.2933,0.1166,outside workspace box,0
1047,0.5283,559.8,305.0,0.5323,-0.416,-0.188,IK fails,0
1048,0.3194,590.1,150.5,0.3234,-0.2108,0.1392,reachable,1
1049,0.3555,5.9,164.6,0.3594,0.2858,0.117,outside workspace box,0
1050,0.0994,355.3,343.3,0.1033,-0.0033,0.1756,model / self-contact,0
1051,0.5462,198.8,153.3,0.5502,0.1834,0.0781,IK fails,0
1052,0.1114,418.0,289.7,0.1154,-0.013,0.1721,model / self-contact,0
1053,0.6041,211.9,6.5,0.6081,0.1588,0.2854,IK fails,0
1054,0.3529,460.2,129.7,0.3569,-0.1218,0.1494,reachable,1
1055,0.6009,6.2,282.1,0.6048,0.6137,-0.1952,outside workspace box,0
1056,0.3575,164.6,252.6,0.3614,0.1573,0.0236,hits pocket,0
1057,0.3651,426.7,206.1,0.3691,-0.1052,0.0716,model / self-contact,0
1058,0.103,378.1,38.5,0.107,-0.0045,0.2022,model / self-contact,0
1059,0.277,200.5,32.0,0.281,0.0685,0.2195,hits pocket,0
1060,0.4733,52.2,59.8,0.4773,0.3113,0.209,outside workspace box,0
1061,0.2595,15.5,212.0,0.2635,0.1917,0.1144,hits pocket,0
1062,0.1195,481.1,288.4,0.1234,-0.0263,0.1661,model / self-contact,0
1063,0.4325,255.8,127.6,0.4365,0.0716,0.1372,hits pocket,0
1064,0.5495,207.4,232.8,0.5535,0.1874,-0.0588,IK fails,0
1065,0.54,215.0,211.9,0.5439,0.1671,-0.0162,IK fails,0
1066,0.6347,629.3,312.6,0.6386,-0.6692,-0.2995,IK fails,0
1067,0.4083,632.4,23.2,0.4123,-0.2934,0.2397,reachable,1
1068,0.1397,7.4,33.7,0.1437,0.0568,0.2059,hits pocket,0
1069,0.4341,628.6,240.3,0.438,-0.3916,-0.0063,reachable,1
1070,0.528,31.9,156.6,0.532,0.4203,0.078,outside workspace box,0
1071,0.2688,288.3,11.8,0.2728,0.0171,0.2286,hits pocket,0
1072,0.5676,19.1,95.9,0.5716,0.4485,0.1607,outside workspace box,0
1073,0.3801,451.9,95.9,0.384,-0.1216,0.1758,reachable,1
1074,0.3163,256.9,252.8,0.3203,0.0545,0.0492,hits pocket,0
1075,0.564,558.6,333.8,0.5679,-0.4633,-0.2873,IK fails,0
1076,0.5928,82.2,101.6,0.5967,0.3747,0.1501,outside workspace box,0
1077,0.2909,220.4,157.8,0.2948,0.0692,0.1411,hits pocket,0
1078,0.617,18.3,88.2,0.621,0.491,0.169,outside workspace box,0
1079,0.0798,581.8,46.8,0.0838,-0.0029,0.2002,model / self-contact,0
1080,0.2286,455.5,63.4,0.2326,-0.0607,0.2019,reachable,1
1081,0.1431,639.3,317.9,0.1471,-0.0835,0.1383,model / self-contact,0
1082,0.0855,237.9,146.6,0.0895,0.0025,0.1978,model / self-contact,0
1083,0.5403,313.1,68.9,0.5442,0.0094,0.1988,model / self-contact,0
1084,0.1835,567.8,223.4,0.1875,-0.0926,0.1452,reachable,1
1085,0.6046,333.5,151.8,0.6086,-0.0229,0.0657,IK fails,0
1086,0.206,597.5,194.7,0.2099,-0.1214,0.1477,reachable,1
1087,0.3174,159.2,70.2,0.3214,0.1147,0.1985,hits pocket,0
1088,0.4781,462.7,12.2,0.482,-0.1604,0.2592,reachable,1
1089,0.6497,202.4,130.1,0.6537,0.2118,0.0944,outside workspace box,0
1090,0.2847,118.8,270.8,0.2886,0.1543,0.0532,hits pocket,0
1091,0.1695,555.6,288.5,0.1735,-0.0827,0.1269,model / self-contact,0
1092,0.6445,6.5,355.9,0.6485,0.7306,-0.4332,outside workspace box,0
1093,0.5127,156.4,89.8,0.5167,0.2153,0.1729,outside workspace box,0
1094,0.4899,514.8,158.0,0.4938,-0.2606,0.0864,reachable,1
1095,0.3186,611.2,289.6,0.3225,-0.2657,0.0092,reachable,1
1096,0.0871,554.0,116.2,0.091,-0.008,0.1984,model / self-contact,0
1097,0.2012,4.4,286.2,0.2051,0.148,0.1034,hits pocket,0
1098,0.125,329.4,43.6,0.129,-0.0013,0.2032,model / self-contact,0
1099,0.2669,365.1,263.0,0.2709,-0.0314,0.072,hits pocket,0
1100,0.2958,137.2,168.6,0.2998,0.1314,0.1318,hits pocket,0
1101,0.4324,316.2,336.2,0.4363,0.0054,-0.1601,IK fails,0
1102,0.3439,387.6,278.1,0.3479,-0.0671,0.003,model / self-contact,0
1103,0.5454,619.2,231.0,0.5494,-0.4925,-0.0532,IK fails,0
1104,0.1125,492.5,318.6,0.1164,-0.0245,0.1664,model / self-contact,0
1105,0.2258,204.8,215.2,0.2298,0.0594,0.1283,hits pocket,0
1106,0.4539,379.1,324.4,0.4579,-0.0879,-0.1595,IK fails,0
1107,0.6341,39.5,44.3,0.6381,0.4514,0.236,outside workspace box,0
1108,0.642,45.1,303.3,0.6459,0.5954,-0.281,outside workspace box,0
1109,0.5348,103.8,253.5,0.5388,0.3571,-0.0891,outside workspace box,0
1110,0.4993,608.9,303.5,0.5032,-0.4681,-0.1601,IK fails,0
1111,0.1047,493.0,280.1,0.1086,-0.0184,0.1787,model / self-contact,0
1112,0.4927,216.2,307.9,0.4967,0.1665,-0.1631,IK fails,0
1113,0.4412,609.0,302.9,0.4452,-0.4037,-0.1096,IK fails,0
1114,0.3103,341.3,38.8,0.3143,-0.0143,0.2185,hits pocket,0
1115,0.6286,615.6,16.7,0.6325,-0.4589,0.2751,IK fails,0
1116,0.1278,60.0,275.6,0.1318,0.0498,0.1625,hits pocket,0
1117,0.2631,202.4,110.3,0.267,0.0676,0.1771,hits pocket,0
1118,0.5728,549.6,65.1,0.5768,-0.3355,0.204,model / self-contact,0
1119,0.5769,240.0,25.8,0.5808,0.1135,0.2566,IK fails,0
1120,0.4424,491.0,161.0,0.4463,-0.2031,0.0957,reachable,1
1121,0.379,433.4,144.0,0.3829,-0.1095,0.1308,model / self-contact,0
1122,0.472,258.4,172.4,0.476,0.0801,0.0718,model / self-contact,0
1123,0.5131,265.6,145.5,0.517,0.0758,0.0981,model / self-contact,0
1124,0.3066,187.0,124.5,0.3106,0.0957,0.1616,hits pocket,0
1125,0.2901,145.8,313.6,0.2941,0.1446,0.0076,hits pocket,0
1126,0.1842,210.1,22.4,0.1881,0.0336,0.2131,hits pocket,0
1127,0.6328,386.4,17.4,0.6368,-0.1039,0.2748,IK fails,0
1128,0.0802,637.3,50.8,0.0842,-0.0038,0.2002,model / self-contact,0
1129,0.1492,268.7,95.7,0.1531,0.0114,0.1942,model / self-contact,0
1130,0.5761,65.9,175.6,0.5801,0.4188,0.0326,outside workspace box,0
1131,0.2881,631.0,122.0,0.292,-0.2053,0.1664,reachable,1
1132,0.5933,418.0,138.3,0.5972,-0.1606,0.0914,model / self-contact,0
1133,0.4454,507.6,212.7,0.4493,-0.2379,0.0268,reachable,1
1134,0.2606,456.2,237.9,0.2645,-0.0888,0.0954,reachable,1
1135,0.2202,346.1,106.4,0.2242,-0.0115,0.184,hits pocket,0
1136,0.5545,431.4,153.8,0.5584,-0.1715,0.0752,model / self-contact,0
1137,0.569,140.8,93.9,0.573,0.2673,0.1635,outside workspace box,0
1138,0.1294,229.2,350.0,0.1333,0.0197,0.1423,model / self-contact,0
1139,0.372,548.6,198.9,0.376,-0.2287,0.0764,reachable,1
1140,0.5153,341.4,65.7,0.5193,-0.0277,0.2028,reachable,1
1141,0.435,258.3,225.5,0.439,0.0772,0.0141,model / self-contact,0
1142,0.3723,555.3,333.6,0.3763,-0.2775,-0.0956,model / self-contact,0
1143,0.6495,131.9,189.1,0.6534,0.3608,-0.0193,outside workspace box,0
1144,0.4942,187.0,85.1,0.4981,0.1669,0.1797,model / self-contact,0
1145,0.4777,569.9,70.3,0.4817,-0.2968,0.1974,reachable,1
1146,0.5809,610.2,202.9,0.5849,-0.4976,-0.0182,IK fails,0
1147,0.1311,437.9,240.4,0.1351,-0.023,0.1682,model / self-contact,0
1148,0.2731,144.8,86.4,0.277,0.1037,0.1897,hits pocket,0
1149,0.5406,81.8,70.1,0.5445,0.3271,0.1972,outside workspace box,0
1150,0.1519,168.2,21.2,0.1558,0.0325,0.2095,hits pocket,0
1151,0.2489,158.1,55.5,0.2528,0.0815,0.2059,hits pocket,0
1152,0.2971,189.6,281.7,0.301,0.1074,0.0339,hits pocket,0
1153,0.252,485.0,257.6,0.256,-0.105,0.0861,reachable,1
1154,0.445,159.6,347.5,0.4489,0.2398,-0.1946,outside workspace box,0
1155,0.081,395.2,313.5,0.085,-0.0015,0.1955,model / self-contact,0
1156,0.5442,357.7,22.3,0.5482,-0.0499,0.257,reachable,1
1157,0.2468,495.3,53.7,0.2508,-0.0871,0.2067,reachable,1
1158,0.3689,174.5,177.2,0.3729,0.1406,0.1004,hits pocket,0
1159,0.1664,177.1,255.7,0.1704,0.0466,0.1422,hits pocket,0
1160,0.1463,32.2,290.8,0.1503,0.0762,0.1443,hits pocket,0
1161,0.2613,610.4,244.8,0.2652,-0.1917,0.0899,reachable,1
1162,0.1645,160.2,155.3,0.1684,0.0456,0.1765,hits pocket,0
1163,0.5378,305.4,267.9,0.5418,0.0247,-0.1191,IK fails,0
1164,0.4856,182.9,299.0,0.4895,0.2137,-0.1399,outside workspace box,0
1165,0.3679,452.1,167.9,0.3718,-0.126,0.1101,reachable,1
1166,0.4434,81.9,308.5,0.4474,0.337,-0.1213,outside workspace box,0
1167,0.3049,236.5,143.1,0.3089,0.0608,0.1484,hits pocket,0
1168,0.1876,267.6,61.8,0.1916,0.0171,0.2019,hits pocket,0
1169,0.0771,105.1,260.3,0.0811,0.0008,0.1993,model / self-contact,0
1170,0.1369,276.5,15.5,0.1408,0.0074,0.2084,model / self-contact,0
1171,0.1624,258.3,86.2,0.1664,0.016,0.1955,model / self-contact,0
1172,0.1668,290.8,129.0,0.1707,0.0083,0.1836,model / self-contact,0
1173,0.408,178.8,51.1,0.4119,0.136,0.2153,model / self-contact,0
1174,0.3939,280.5,193.3,0.3979,0.0422,0.0736,hits pocket,0
1175,0.3856,555.0,125.2,0.3896,-0.2272,0.1478,reachable,1
1176,0.2905,191.1,105.5,0.2944,0.0846,0.1767,hits pocket,0
1177,0.3039,225.7,247.6,0.3078,0.0768,0.0619,hits pocket,0
1178,0.3042,32.0,0.1,0.3081,0.1817,0.2405,hits pocket,0
1179,0.2545,262.3,214.6,0.2584,0.0354,0.1151,hits pocket,0
1180,0.4876,557.3,220.2,0.4915,-0.3382,-0.0048,model / self-contact,0
1181,0.2931,96.3,85.9,0.2971,0.1458,0.189,hits pocket,0
1182,0.5189,391.2,63.9,0.5228,-0.0926,0.205,reachable,1
1183,0.4483,208.8,270.2,0.4523,0.152,-0.061,IK fails,0
1184,0.5291,57.4,242.5,0.5331,0.4228,-0.0651,outside workspace box,0
1185,0.3745,229.4,210.7,0.3785,0.0926,0.0623,hits pocket,0
1186,0.3136,20.0,11.2,0.3176,0.1992,0.2356,hits pocket,0
1187,0.5478,561.8,25.7,0.5517,-0.3231,0.2533,model / self-contact,0
1188,0.2638,343.1,317.8,0.2678,-0.0169,0.0274,hits pocket,0
1189,0.1439,522.2,200.5,0.1479,-0.0465,0.1713,model / self-contact,0
1190,0.2326,128.7,349.3,0.2366,0.1217,0.0311,hits pocket,0
1191,0.3997,27.8,158.8,0.4036,0.306,0.1103,outside workspace box,0
1192,0.1636,442.3,0.2,0.1676,-0.0296,0.2155,model / self-contact,0
1193,0.4328,3.8,75.2,0.4368,0.3351,0.1928,outside workspace box,0
1194,0.5075,195.5,70.0,0.5115,0.1588,0.1976,model / self-contact,0
1195,0.5321,341.4,229.6,0.536,-0.0341,-0.0435,IK fails,0
1196,0.4481,152.1,21.2,0.4521,0.1762,0.2463,model / self-contact,0
1197,0.5353,509.4,186.4,0.5392,-0.29,0.0289,model / self-contact,0
1198,0.3662,231.2,257.5,0.3701,0.0932,0.0123,hits pocket,0
1199,0.1236,209.6,241.4,0.1276,0.0186,0.1724,model / self-contact,0
1200,0.4799,318.0,249.6,0.4838,0.0029,-0.0481,model / self-contact,0
1201,0.1152,77.0,267.6,0.1192,0.0348,0.173,model / self-contact,0
1202,0.1933,510.3,237.9,0.1972,-0.0789,0.1336,reachable,1
1203,0.08,364.5,331.1,0.084,-0.0007,0.1961,model / self-contact,0
1204,0.4246,455.8,243.9,0.4286,-0.1685,-0.006,reachable,1
1205,0.363,246.5,309.7,0.367,0.0813,-0.0526,hits pocket,0
1206,0.3637,174.8,83.1,0.3677,0.1251,0.1877,hits pocket,0
1207,0.1011,520.9,15.3,0.1051,-0.0141,0.2035,model / self-contact,0
1208,0.4521,307.9,278.5,0.456,0.0169,-0.0773,model / self-contact,0
1209,0.177,411.4,287.5,0.181,-0.0346,0.1215,hits pocket,0
1210,0.538,353.0,150.8,0.542,-0.049,0.0841,model / self-contact,0
1211,0.3887,618.8,297.4,0.3926,-0.3549,-0.0572,model / self-contact,0
1212,0.3976,588.1,39.7,0.4016,-0.2475,0.2247,reachable,1
1213,0.408,571.7,233.8,0.412,-0.294,0.0172,reachable,1
1214,0.1262,324.9,31.3,0.1302,-0.0007,0.205,model / self-contact,0
1215,0.53,481.9,86.7,0.534,-0.2208,0.176,reachable,1
1216,0.3161,60.4,277.7,0.32,0.231,0.0239,outside workspace box,0
1217,0.5004,514.5,5.3,0.5043,-0.2294,0.2698,reachable,1
1218,0.2009,263.2,349.0,0.2049,0.0288,0.0655,hits pocket,0
1219,0.4735,260.0,239.5,0.4774,0.0845,-0.0279,model / self-contact,0
1220,0.6121,440.2,299.3,0.6161,-0.2454,-0.2456,IK fails,0
1221,0.498,462.5,184.8,0.5019,-0.2001,0.0451,reachable,1
1222,0.5085,628.1,1.4,0.5125,-0.3691,0.2753,reachable,1
1223,0.1796,276.9,246.2,0.1836,0.016,0.1378,hits pocket,0
1224,0.5063,146.4,278.2,0.5103,0.277,-0.1167,outside workspace box,0
1225,0.313,424.9,15.8,0.3169,-0.0698,0.2327,model / self-contact,0
1226,0.1711,167.9,22.2,0.1751,0.0408,0.2116,hits pocket,0
1227,0.5631,406.4,113.7,0.5671,-0.1299,0.1352,model / self-contact,0
1228,0.5735,456.7,83.4,0.5775,-0.2036,0.1783,model / self-contact,0
1229,0.3885,37.5,131.3,0.3924,0.2775,0.1414,outside workspace box,0
1230,0.4823,367.9,32.4,0.4862,-0.0555,0.2389,reachable,1
1231,0.4086,606.8,259.8,0.4125,-0.346,-0.0183,reachable,1
1232,0.3616,173.9,212.0,0.3655,0.1431,0.0669,hits pocket,0
1233,0.3808,78.8,124.3,0.3848,0.2294,0.1495,outside workspace box,0
1234,0.5485,336.2,49.4,0.5525,-0.0222,0.224,reachable,1
1235,0.4332,548.5,309.0,0.4372,-0.3146,-0.1132,model / self-contact,0
1236,0.3486,488.2,284.5,0.3525,-0.1714,-0.0081,reachable,1
1237,0.4593,105.6,141.0,0.4632,0.2609,0.1162,outside workspace box,0
1238,0.1198,473.8,40.1,0.1238,-0.0193,0.2033,model / self-contact,0
1239,0.1341,214.7,353.8,0.1381,0.025,0.136,hits pocket,0
1240,0.4973,28.0,72.8,0.5012,0.3645,0.1943,outside workspace box,0
1241,0.0957,603.0,12.5,0.0997,-0.0156,0.2029,model / self-contact,0
1242,0.1389,483.5,156.5,0.1428,-0.0332,0.183,model / self-contact,0
1243,0.3249,523.2,42.3,0.3288,-0.1455,0.2173,reachable,1
1244,0.3162,146.7,307.2,0.3202,0.1601,-0.0086,hits pocket,0
1245,0.1315,603.5,242.6,0.1354,-0.0559,0.1675,model / self-contact,0
1246,0.134,308.0,300.4,0.1379,0.0026,0.1516,model / self-contact,0
1247,0.2105,501.0,359.6,0.2144,-0.1002,0.0476,hits pocket,0
1248,0.1138,117.1,233.3,0.1177,0.0269,0.1793,model / self-contact,0
1249,0.393,506.7,64.8,0.3969,-0.1739,0.2029,reachable,1
1250,0.4675,17.7,69.5,0.4715,0.3495,0.1983,outside workspace box,0
1251,0.1641,389.8,50.9,0.168,-0.0178,0.2041,model / self-contact,0
1252,0.2081,470.0,359.6,0.2121,-0.0816,0.0502,hits pocket,0
1253,0.3329,507.6,20.3,0.3368,-0.1358,0.2326,reachable,1
1254,0.2597,591.6,215.1,0.2636,-0.1717,0.1122,reachable,1
1255,0.353,460.4,205.1,0.3569,-0.1324,0.078,reachable,1
1256,0.315,520.0,280.7,0.3189,-0.1778,0.0215,reachable,1
1257,0.2527,428.1,211.9,0.2566,-0.0655,0.1177,hits pocket,0
1258,0.2442,115.2,199.2,0.2482,0.1165,0.1296,hits pocket,0
1259,0.4459,488.8,304.0,0.4498,-0.2391,-0.1156,model / self-contact,0
1260,0.6115,167.5,175.5,0.6154,0.2691,0.0211,outside workspace box,0
1261,0.5256,275.7,104.2,0.5296,0.0609,0.153,model / self-contact,0
1262,0.4171,614.0,207.8,0.421,-0.3423,0.0464,reachable,1
1263,0.5149,371.8,218.9,0.5188,-0.0786,-0.0161,model / self-contact,0
1264,0.1223,272.4,184.2,0.1262,0.0073,0.1831,model / self-contact,0
1265,0.1009,328.1,307.8,0.1049,-0.0008,0.1783,model / self-contact,0
1266,0.3224,580.8,49.8,0.3264,-0.1863,0.2122,reachable,1
1267,0.458,369.5,352.6,0.462,-0.0772,-0.2188,IK fails,0
1268,0.2678,380.7,230.3,0.2718,-0.0408,0.0971,hits pocket,0
1269,0.2178,620.2,340.4,0.2218,-0.1709,0.0536,reachable,1
1270,0.0808,36.1,78.3,0.0847,0.004,0.1999,model / self-contact,0
1271,0.588,550.8,128.4,0.5919,-0.3703,0.1086,IK fails,0
1272,0.5751,321.1,21.7,0.5791,-0.0015,0.2615,model / self-contact,0
1273,0.3776,14.4,123.1,0.3816,0.2872,0.1511,outside workspace box,0
1274,0.0802,525.0,344.1,0.0842,-0.0035,0.1956,model / self-contact,0
1275,0.3574,122.6,217.3,0.3614,0.1917,0.0632,hits pocket,0
1276,0.5315,293.8,312.9,0.5354,0.0462,-0.2078,IK fails,0
1277,0.0985,223.2,280.1,0.1025,0.0081,0.1833,model / self-contact,0
1278,0.5925,503.3,68.0,0.5965,-0.2792,0.2,model / self-contact,0
1279,0.2412,78.9,115.8,0.2452,0.1232,0.1769,hits pocket,0
1280,0.4964,638.5,129.3,0.5003,-0.42,0.1237,model / self-contact,0
1281,0.4349,220.3,165.3,0.4388,0.1165,0.0927,model / self-contact,0
1282,0.1502,327.0,81.2,0.1541,-0.0015,0.1972,model / self-contact,0
1283,0.3217,604.0,216.7,0.3256,-0.2406,0.0811,reachable,1
1284,0.1913,273.7,327.7,0.1952,0.0211,0.0885,hits pocket,0
1285,0.2634,141.7,255.8,0.2674,0.1207,0.0801,hits pocket,0
1286,0.6067,367.7,81.6,0.6107,-0.0756,0.1796,model / self-contact,0
1287,0.2565,13.4,25.6,0.2605,0.1568,0.2205,hits pocket,0
1288,0.5553,208.0,306.4,0.5593,0.2062,-0.2143,outside workspace box,0
1289,0.3854,534.3,173.9,0.3893,-0.218,0.0983,reachable,1
1290,0.1009,279.3,133.0,0.1049,0.0032,0.1952,model / self-contact,0
1291,0.3773,513.0,208.8,0.3812,-0.1987,0.0631,reachable,1
1292,0.5473,338.5,58.1,0.5512,-0.0254,0.2129,reachable,1
1293,0.2628,432.6,160.7,0.2667,-0.0682,0.147,reachable,1
1294,0.4241,46.0,310.6,0.4281,0.3685,-0.1079,outside workspace box,0
1295,0.2608,489.6,310.5,0.2648,-0.1211,0.0366,reachable,1
1296,0.1148,259.9,329.5,0.1188,0.0092,0.1621,model / self-contact,0
1297,0.1338,286.5,231.8,0.1378,0.0068,0.1686,model / self-contact,0
1298,0.6181,214.9,95.1,0.6221,0.1725,0.1581,IK fails,0
1299,0.6403,0.7,72.4,0.6443,0.5336,0.1931,outside workspace box,0
1300,0.5411,187.4,73.5,0.545,0.1829,0.1928,IK fails,0
1301,0.3121,496.8,140.9,0.316,-0.1325,0.1484,reachable,1
1302,0.1462,208.4,299.7,0.1502,0.0298,0.1415,hits pocket,0
1303,0.3658,571.2,129.9,0.3698,-0.2285,0.1468,reachable,1
1304,0.3584,212.4,64.2,0.3624,0.0893,0.203,hits pocket,0
1305,0.5273,298.1,266.8,0.5313,0.0361,-0.1097,IK fails,0
1306,0.1996,411.8,28.7,0.2036,-0.0322,0.213,reachable,1
1307,0.4826,114.1,18.6,0.4866,0.2356,0.2533,outside workspace box,0
1308,0.3447,211.6,186.1,0.3487,0.0971,0.1002,hits pocket,0
1309,0.3722,277.8,334.2,0.3762,0.0498,-0.0964,hits pocket,0
1310,0.3386,88.4,32.7,0.3426,0.1734,0.225,hits pocket,0
1311,0.3525,71.9,217.0,0.3564,0.2367,0.0659,outside workspace box,0
1312,0.595,541.3,233.8,0.599,-0.404,-0.0857,IK fails,0
1313,0.3867,422.3,295.2,0.3907,-0.1204,-0.0524,model / self-contact,0
1314,0.5675,305.2,289.4,0.5715,0.0274,-0.1862,IK fails,0
1315,0.3664,348.3,322.3,0.3704,-0.0322,-0.0732,model / self-contact,0
1316,0.5411,455.2,107.2,0.5451,-0.1928,0.1473,reachable,1
1317,0.5583,40.3,234.3,0.5623,0.4748,-0.0664,outside workspace box,0
1318,0.591,246.9,119.4,0.595,0.1169,0.1224,IK fails,0
1319,0.4276,579.7,238.5,0.4316,-0.323,-0.0001,reachable,1
1320,0.1373,562.9,237.3,0.1412,-0.0525,0.1655,model / self-contact,0
1321,0.5498,122.5,116.5,0.5537,0.2896,0.1329,outside workspace box,0
1322,0.5193,568.7,266.3,0.5233,-0.403,-0.1034,IK fails,0
1323,0.4042,60.5,219.5,0.4081,0.2947,0.0376,outside workspace box,0
1324,0.2437,212.3,279.9,0.2477,0.0671,0.0753,hits pocket,0
1325,0.3016,49.9,234.6,0.3056,0.2146,0.0751,outside workspace box,0
1326,0.6176,176.3,43.4,0.6216,0.2242,0.2362,outside workspace box,0
1327,0.6112,444.5,336.2,0.6152,-0.2661,-0.3409,IK fails,0
1328,0.5959,167.2,28.8,0.5999,0.2257,0.2547,outside workspace box,0
1329,0.2731,404.5,104.1,0.277,-0.0509,0.1795,hits pocket,0
1330,0.0929,312.9,220.4,0.0968,0.0004,0.1916,model / self-contact,0
1331,0.5765,149.4,47.4,0.5805,0.2469,0.2281,outside workspace box,0
1332,0.4766,298.1,270.5,0.4805,0.0322,-0.0813,model / self-contact,0
1333,0.1304,122.5,209.1,0.1344,0.0367,0.1752,hits pocket,0
1334,0.2356,161.8,263.0,0.2395,0.0919,0.0931,hits pocket,0
1335,0.5544,463.5,83.7,0.5584,-0.2056,0.1788,reachable,1
1336,0.5723,436.5,276.8,0.5763,-0.214,-0.1622,IK fails,0
1337,0.3293,355.4,92.8,0.3333,-0.0271,0.1821,hits pocket,0
1338,0.2907,15.8,160.3,0.2947,0.2117,0.1393,outside workspace box,0
