depth,row,col,tx,ty,tz,ik_err_m,isaac_tip_x,isaac_tip_y,isaac_tip_z,isaac_vs_target_m,joint_deviation_rad,self_collision,penetration_m,pocket_hit,pocket_pts,collision_pairs
0.4,9,7,0.3906,-0.2,-0.1233,0.0001,0.4375,-0.198,-0.0238,0.11,0.4756,0,0.0,0,0,
0.4,9,8,0.3906,-0.28,-0.1233,0.0001,0.4445,-0.286,-0.0299,0.108,0.46624,0,0.0,0,0,
0.4,9,9,0.3906,-0.36,-0.1233,0.02075,0.4174,-0.3689,-0.0339,0.0937,0.37756,0,0.0,0,0,
0.5,1,6,0.617,-0.15,0.2206,0.04688,0.5702,-0.149,0.2235,0.0469,0.0,0,0.0,0,0,
0.5,2,5,0.5984,-0.05,0.1676,0.04051,0.5589,-0.056,0.1737,0.0404,0.0,0,0.0,0,0,
0.5,2,6,0.5984,-0.15,0.1676,0.0341,0.5647,-0.1493,0.1727,0.0341,0.0,0,0.0,0,0,
0.5,2,7,0.5984,-0.25,0.1676,0.04463,0.5551,-0.2418,0.1743,0.0445,0.0,0,0.0,0,0,
0.5,3,5,0.5798,-0.05,0.1145,0.03296,0.5483,-0.0549,0.1224,0.0328,0.0,0,0.0,0,0,
0.5,3,6,0.5798,-0.15,0.1145,0.02641,0.5543,-0.1495,0.1209,0.0263,0.0,0,0.0,0,0,
0.5,3,7,0.5798,-0.25,0.1145,0.03702,0.5447,-0.2432,0.1234,0.0369,0.0,0,0.0,0,0,
0.5,4,5,0.5612,-0.05,0.0614,0.03064,0.5329,-0.0545,0.0715,0.0304,0.0,0,0.0,0,0,
0.5,4,6,0.5612,-0.15,0.0614,0.02399,0.5387,-0.1495,0.0694,0.0238,0.0,0,0.0,0,0,
0.5,4,7,0.5612,-0.25,0.0614,0.03461,0.5294,-0.2436,0.0727,0.0344,0.0,0,0.0,0,0,
0.5,5,5,0.5426,-0.05,0.0083,0.03365,0.5128,-0.055,0.0223,0.0333,0.0,0,0.0,0,0,
0.5,5,6,0.5426,-0.15,0.0083,0.02696,0.5184,-0.1495,0.0196,0.0267,0.0,0,0.0,0,0,
0.5,5,7,0.5426,-0.25,0.0083,0.0375,0.5095,-0.2432,0.0238,0.0371,0.0,0,0.0,0,0,
0.5,6,5,0.5241,-0.05,-0.0448,0.04196,0.4888,-0.0562,-0.024,0.0415,0.0,0,0.0,0,0,
0.5,6,6,0.5241,-0.15,-0.0448,0.03527,0.494,-0.1494,-0.0272,0.0349,0.0,0,0.0,0,0,
0.5,6,7,0.5241,-0.25,-0.0448,0.04567,0.4858,-0.242,-0.0223,0.0451,0.0,0,0.0,0,0,
0.5,7,6,0.5055,-0.15,-0.0979,0.04879,0.4845,-0.1637,-0.0379,0.065,0.15781,0,0.00018,0,0,
