depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.3,8,9,608.0,306.0,0.2271,-0.1627,0.0731,1,1,1,5e-05,0.5553,0.8508,0.850824,0.028642,0.150205,-0.491909,-0.030746,-0.379758,0.042974
0.3,9,0,32.0,342.0,0.2314,0.1755,0.0424,1,1,1,4e-05,1.1293,0.7285,0.132196,0.208168,0.728467,0.082059,-0.05076,0.045407,0.328339
0.3,9,1,96.0,342.0,0.2523,0.1553,0.0207,1,1,1,5e-05,1.1627,0.6544,0.136751,0.218395,0.654403,0.115504,-0.039635,0.066912,0.286978
0.3,9,2,160.0,342.0,0.2735,0.1246,-0.0014,1,1,1,5e-05,1.1814,0.564,0.14601,0.214057,0.564039,0.134225,-0.024086,0.078859,0.247848
0.3,9,3,224.0,342.0,0.2916,0.0817,-0.0202,1,1,1,4e-05,1.1718,0.4632,0.171187,0.189523,0.463244,0.124584,-0.004419,0.074745,0.21642
0.3,9,4,288.0,342.0,0.3023,0.0286,-0.0314,1,1,1,9e-05,1.1228,0.3622,0.225923,0.148164,0.362234,0.075626,0.015905,0.049677,0.193333
0.3,9,5,352.0,342.0,0.3023,-0.0286,-0.0314,1,1,1,8e-05,1.0345,0.3162,0.316241,0.103005,0.272353,-0.012747,0.029845,0.002685,0.1708
0.3,9,6,416.0,342.0,0.2916,-0.0817,-0.0202,1,1,1,7e-05,0.9216,0.4335,0.433505,0.068362,0.202215,-0.125641,0.03058,-0.061716,0.138567
0.3,9,7,480.0,342.0,0.2735,-0.1246,-0.0014,1,1,1,8e-05,0.8046,0.5623,0.562318,0.049736,0.155356,-0.242587,0.017194,-0.136629,0.095353
0.3,9,8,544.0,342.0,0.2523,-0.1553,0.0207,1,1,1,9e-05,0.6992,0.6895,0.689455,0.043711,0.12949,-0.347986,-0.005399,-0.21561,0.048714
0.3,9,9,608.0,342.0,0.2314,-0.1755,0.0424,1,1,1,4e-05,0.612,0.808,0.808041,0.044077,0.118939,-0.435196,-0.031103,-0.29447,0.006762
0.35,0,0,32.0,18.0,0.2111,0.1062,0.2174,1,1,1,6e-05,0.7015,0.6588,0.073266,0.022406,0.658766,-0.345719,-0.027687,-0.308504,0.452197
0.35,0,1,96.0,18.0,0.2185,0.0873,0.2184,1,1,1,6e-05,0.6752,0.613,0.113152,0.00538,0.612976,-0.371993,-0.01664,-0.337756,0.443202
0.35,0,2,160.0,18.0,0.2251,0.0653,0.2193,1,1,1,7e-05,0.645,0.5622,0.161728,-0.012378,0.562175,-0.402213,-0.006617,-0.372604,0.429803
0.35,0,3,224.0,18.0,0.2302,0.0406,0.2199,1,1,1,8e-05,0.6112,0.5072,0.219782,-0.029926,0.507228,-0.43595,0.001362,-0.413146,0.410689
0.35,0,4,288.0,18.0,0.233,0.0138,0.2203,1,1,1,0.0001,0.5752,0.472,0.287129,-0.045915,0.449852,-0.471994,0.006272,-0.458693,0.38491
0.35,0,5,352.0,18.0,0.233,-0.0138,0.2203,1,1,1,4e-05,0.5387,0.5085,0.362572,-0.059042,0.392456,-0.508514,0.007459,-0.507935,0.352478
0.35,0,6,416.0,18.0,0.2302,-0.0406,0.2199,1,1,1,5e-05,0.5043,0.5583,0.442529,-0.067629,0.337765,-0.542924,0.004727,-0.558261,0.314381
0.35,0,7,480.0,18.0,0.2251,-0.0653,0.2193,1,1,1,7e-05,0.4738,0.6077,0.523615,-0.071262,0.287961,-0.57337,-0.001395,-0.607698,0.272738
0.35,0,8,544.0,18.0,0.2185,-0.0873,0.2184,1,1,1,9e-05,0.4485,0.6545,0.602331,-0.070099,0.244344,-0.598683,-0.010066,-0.654549,0.229867
0.35,0,9,608.0,18.0,0.2111,-0.1062,0.2174,1,1,1,5e-05,0.4285,0.6981,0.676517,-0.065004,0.207248,-0.618654,-0.02036,-0.698111,0.187783
0.35,1,0,32.0,54.0,0.2198,0.1172,0.2054,1,1,1,5e-05,0.7478,0.6693,0.054205,0.048313,0.669273,-0.299405,-0.032326,-0.261087,0.436236
0.35,1,1,96.0,54.0,0.2291,0.0972,0.2057,1,1,1,6e-05,0.722,0.6204,0.093153,0.031035,0.620376,-0.325159,-0.019594,-0.288102,0.427237
0.35,1,2,160.0,54.0,0.2376,0.0734,0.2061,1,1,1,6e-05,0.6912,0.5655,0.141624,0.012491,0.56551,-0.356047,-0.007727,-0.321505,0.413687
0.35,1,3,224.0,54.0,0.2442,0.0459,0.2063,1,1,1,7e-05,0.6552,0.5057,0.200821,-0.006347,0.505698,-0.391983,0.001935,-0.361749,0.393943
0.35,1,4,288.0,54.0,0.2479,0.0156,0.2065,1,1,1,8e-05,0.6154,0.4431,0.270811,-0.023922,0.443117,-0.431821,0.007933,-0.408297,0.366683
0.35,1,5,352.0,54.0,0.2479,-0.0156,0.2065,1,1,1,0.0001,0.574,0.4732,0.349871,-0.038357,0.380914,-0.473218,0.009216,-0.459356,0.33169
0.35,1,6,416.0,54.0,0.2442,-0.0459,0.2063,1,1,1,4e-05,0.5339,0.5133,0.434904,-0.048262,0.32241,-0.5133,0.005649,-0.512521,0.290424
0.35,1,7,480.0,54.0,0.2376,-0.0734,0.2061,1,1,1,5e-05,0.4981,0.5646,0.520735,-0.05253,0.270202,-0.549072,-0.002083,-0.564582,0.245387
0.35,1,8,544.0,54.0,0.2291,-0.0972,0.2057,1,1,1,8e-05,0.4682,0.6137,0.603571,-0.05159,0.225533,-0.579039,-0.012698,-0.613718,0.199548
0.35,1,9,608.0,54.0,0.2198,-0.1172,0.2054,1,1,1,4e-05,0.4444,0.6809,0.680899,-0.046458,0.188458,-0.602843,-0.024934,-0.659074,0.155254
